Configurations	Weights(%)
0.1.2.3.4.5.6.7	-3.29
0.1.2.3.4.5.6.8	-3.05
0.1.2.3.4.5.6.9	-3.51
0.1.2.3.4.5.7.8	-3.02
0.1.2.3.4.5.7.9	-3.3
0.1.2.3.4.5.8.9	-3.38
0.1.2.3.4.6.7.8	-2.76
0.1.2.3.4.6.7.9	-3.4
0.1.2.3.4.6.8.9	-3.41
0.1.2.3.4.7.8.9	-3.24
0.1.2.3.5.6.7.8	-3.2
0.1.2.3.5.6.7.9	-3.5
0.1.2.3.5.6.8.9	-3.57
0.1.2.3.5.7.8.9	-3.33
0.1.2.3.6.7.8.9	-3.45
0.1.2.4.5.6.7.8	-2.83
0.1.2.4.5.6.7.9	-3.26
0.1.2.4.5.6.8.9	-3.29
0.1.2.4.5.7.8.9	-3.12
0.1.2.4.6.7.8.9	-3.26
0.1.2.5.6.7.8.9	-3.25
0.1.3.4.5.6.7.8	-2.88
0.1.3.4.5.6.7.9	-3.24
0.1.3.4.5.6.8.9	-3.29
0.1.3.4.5.7.8.9	-3.09
0.1.3.4.6.7.8.9	-3.25
0.1.3.5.6.7.8.9	-3.33
0.1.4.5.6.7.8.9	-3.08
0.2.3.4.5.6.7.8	-2.87
0.2.3.4.5.6.7.9	-3.5
0.2.3.4.5.6.8.9	-3.52
0.2.3.4.5.7.8.9	-3.34
0.2.3.4.6.7.8.9	-3.43
0.2.3.5.6.7.8.9	-3.43
0.2.4.5.6.7.8.9	-3.32
0.3.4.5.6.7.8.9	-3.23
1.2.3.4.5.6.7.8	0.0
1.2.3.4.5.6.7.9	0.0
1.2.3.4.5.6.8.9	0.0
1.2.3.4.5.7.8.9	0.0
1.2.3.4.6.7.8.9	0.0
1.2.3.5.6.7.8.9	0.0
1.2.4.5.6.7.8.9	0.0
1.3.4.5.6.7.8.9	0.0
2.3.4.5.6.7.8.9	0.0
