Configurations	Weights(%)
0.1.2.3.4.5.6.7	-1.36
0.1.2.3.4.5.6.8	-2.02
0.1.2.3.4.5.6.9	-1.64
0.1.2.3.4.5.7.8	-1.73
0.1.2.3.4.5.7.9	-1.54
0.1.2.3.4.5.8.9	-1.56
0.1.2.3.4.6.7.8	-1.8
0.1.2.3.4.6.7.9	-1.48
0.1.2.3.4.6.8.9	-1.49
0.1.2.3.4.7.8.9	-1.43
0.1.2.3.5.6.7.8	0.0
0.1.2.3.5.6.7.9	0.0
0.1.2.3.5.6.8.9	0.0
0.1.2.3.5.7.8.9	0.0
0.1.2.3.6.7.8.9	0.0
0.1.2.4.5.6.7.8	-1.79
0.1.2.4.5.6.7.9	-1.56
0.1.2.4.5.6.8.9	-1.57
0.1.2.4.5.7.8.9	-1.51
0.1.2.4.6.7.8.9	-1.44
0.1.2.5.6.7.8.9	0.0
0.1.3.4.5.6.7.8	-1.82
0.1.3.4.5.6.7.9	-1.61
0.1.3.4.5.6.8.9	-1.63
0.1.3.4.5.7.8.9	-1.52
0.1.3.4.6.7.8.9	-1.47
0.1.3.5.6.7.8.9	0.0
0.1.4.5.6.7.8.9	-1.52
0.2.3.4.5.6.7.8	-1.71
0.2.3.4.5.6.7.9	-1.62
0.2.3.4.5.6.8.9	-1.65
0.2.3.4.5.7.8.9	-1.52
0.2.3.4.6.7.8.9	-1.45
0.2.3.5.6.7.8.9	0.0
0.2.4.5.6.7.8.9	-1.53
0.3.4.5.6.7.8.9	-1.64
1.2.3.4.5.6.7.8	-1.95
1.2.3.4.5.6.7.9	-1.6
1.2.3.4.5.6.8.9	-1.61
1.2.3.4.5.7.8.9	-1.53
1.2.3.4.6.7.8.9	-1.49
1.2.3.5.6.7.8.9	0.0
1.2.4.5.6.7.8.9	-1.53
1.3.4.5.6.7.8.9	-1.62
2.3.4.5.6.7.8.9	-1.6
