Configurations	Weights(%)
0.1.2.3.4.5.6.7	-3.37
0.1.2.3.4.5.6.8	-3.62
0.1.2.3.4.5.6.9	-3.32
0.1.2.3.4.5.7.8	-3.65
0.1.2.3.4.5.7.9	-3.73
0.1.2.3.4.5.8.9	-3.43
0.1.2.3.4.6.7.8	-3.92
0.1.2.3.4.6.7.9	-3.23
0.1.2.3.4.6.8.9	-2.99
0.1.2.3.4.7.8.9	-3.32
0.1.2.3.5.6.7.8	-3.68
0.1.2.3.5.6.7.9	-3.55
0.1.2.3.5.6.8.9	-3.25
0.1.2.3.5.7.8.9	-3.65
0.1.2.3.6.7.8.9	-3.16
0.1.2.4.5.6.7.8	-3.92
0.1.2.4.5.6.7.9	-3.34
0.1.2.4.5.6.8.9	-3.12
0.1.2.4.5.7.8.9	-3.44
0.1.2.4.6.7.8.9	-3.06
0.1.2.5.6.7.8.9	-3.28
0.1.3.4.5.6.7.8	0.0
0.1.3.4.5.6.7.9	0.0
0.1.3.4.5.6.8.9	0.0
0.1.3.4.5.7.8.9	0.0
0.1.3.4.6.7.8.9	0.0
0.1.3.5.6.7.8.9	0.0
0.1.4.5.6.7.8.9	0.0
0.2.3.4.5.6.7.8	-3.66
0.2.3.4.5.6.7.9	-3.28
0.2.3.4.5.6.8.9	-3.03
0.2.3.4.5.7.8.9	-3.38
0.2.3.4.6.7.8.9	-3.0
0.2.3.5.6.7.8.9	-3.24
0.2.4.5.6.7.8.9	-3.12
0.3.4.5.6.7.8.9	0.0
1.2.3.4.5.6.7.8	-3.81
1.2.3.4.5.6.7.9	-3.41
1.2.3.4.5.6.8.9	-3.13
1.2.3.4.5.7.8.9	-3.53
1.2.3.4.6.7.8.9	-3.01
1.2.3.5.6.7.8.9	-3.36
1.2.4.5.6.7.8.9	-3.1
1.3.4.5.6.7.8.9	0.0
2.3.4.5.6.7.8.9	-3.05
